activity,address,mail,name,phone,website
WOOD & TRADE, BP. 12028 ANTANANARIVO    ,mr.bricolage@simicro.mg,MR BRICOLAGE,(+261) 202 23 69 07 (+261) 202 26 99 71,www.takelaka.wanadoo.mg/tbd    
WOOD & TRADE, BP. 97 ANTANANARIVO    ,tbd@moov.mg,TRADE BOIS,(+261) 202 24 50 37 (+261) 202 24 56 54,
WATERPROOF QUALITY," ENCEINTE EX INTERKEM, ANKORONDRANO ANTANANARIVO    ",contact@cbat.mg,C'BAT,(+261) 34 95 662 82,
TELECOMMUNICATIONS & TELEPHONIE, ANKORONDRANO ANTANANARIVO   ,inschris8@gmail.com,MADAGASCAR OUTSOURCING SERVICES,(+261) 32 82 593 91,
TELECOMMUNICATIONS & TELEPHONIE, ANTANINANDRO ANTANANARIVO   ,mastercomm@moov.mg,MASTER COMM,(+261) 202 22 82 04 (+261) 202 23 07 76,
TELECOMMUNICATIONS & TELEPHONIE, FINARANTSOA   ,,MIREILLE SERVICES,(+261) 207 55 16 71 (+261) 207 55 13 45,
TELECOMMUNICATIONS & TELEPHONIE, AMBANIDIA ANTANANARIVO   ,,MIS,(+261) 202 22 08 00 (+261) 202 22 09 97,
TELECOMMUNICATIONS & TELEPHONIE," 21, AVE INDEPENDANCE ANTANANARIVO   ",arium-sarl@moov.mg,NEOTIC,(+261) 202 42 03 46 (+261) 202 42 03 46,
TELECOMMUNICATIONS & TELEPHONIE, ANKADIVATO ANTANANARIVO   ,newcom@moov.mg,NEW COM MADAGASCAR,(+261) 20 22 639 96 (+261) 20 22 634 64,
TELECOMMUNICATIONS & TELEPHONIE, BP. 4034 ANTANANARIVO   ,nexli@moov.mg,NEXLI,(+261) 202 25 29 56 (+261) 202 25 29 56,
TELECOMMUNICATIONS & TELEPHONIE," 5, AVE INDEPENDANCE ANTANANARIVO   ",nextiraone@nextiraone.mg,NEXTIRAONE MADAGASCAR,(+261) 202 22 21 23 (+261) 202 22 12 00,www.omert.mg    
TELECOMMUNICATIONS & TELEPHONIE, BP. 99991 101 ANTANANARIVO    ,omert@moov.mg,OMERT,(+261) 202 24 21 19 (+261) 202 32 15 16,
TELECOMMUNICATIONS & TELEPHONIE, BP. 7754 ANTANANARIVO    ,contact@orange.mg,ORANGE MADAGASCAR,(+261) 202 24 24 43 (+261) 202 26 09 55,www.orange.mg    
RADIO & TELEVISION, BP. 101 ANTALAHA   ,ega-rna@moov.mg,RNA,(+261) 03 20 71 60 88 (+261) 03 20 81 60 88,
RADIO & TELEVISION, BP. 12170 ANTANANARIVO    ,,RTA,(+261) 202 26 13 53 (+261) 202 26 28 04,www.rta.mg    
RADIO & TELEVISION, ANTSIRABE   ,rtva.rta@moov.mg,RTA ANSTIRABE,(+261) 204 44 90 74 (+261) 204 44 90 74,
RADIO & TELEVISION," 43, RUE ANDRIBA ANTANANARIVO   ",,TELEVISION FIALAM BOLY,(+261) 202 22 03 02 (+261) 202 22 03 02,
RADIO & TELEVISION," 15BIS, BLD FIDELITE TOAMASINA    ",tvftmm@moov.mg,TELEVISION FIALAM BOLY,(+261) 205 33 19 79,www.tvf-malagasy.com    
RADIO & TELEVISION," 29, RUE LIBERATION MAHAJANGA    ",m3tv@moov.mg,TELEVISION M3TV & M3FM,(+261) 206 22 36 18 (+261) 206 22 36 30,
RADIO & TELEVISION, BP. 1414 ANTANANARIVO   ,matv@matv.mg,TELEVISION MA,(+261) 202 23 64 69 (+261) 202 26 71 27,www.sodiat.mg    
RADIO & TELEVISION, AVE RAMANANTSOA ANTANANARIVO   ,,TELEVISION MALAGASY,(+261) 202 22 31 37,
WATER CONVEYANCE & VRD, BP. 7020 ANTANANARIVO   ,tabima@moov.mg,AKTA,(+261) 202 24 98 12,
WATER CONVEYANCE & VRD," 4, RUE ANDRIANAIVORAVELONA, LOT II N19, ANTSAHABE ANTANANARIVO    ",contact.arafa@gmail.com,ARAFA,(+261) 033 25 668 12,
WATER CONVEYANCE & VRD, ANTANANARIVO    ,madagascar@bushproof.com,BUSHPROOF,(+261) 202 42 44 95,http://angovo-rano-fandrosoana.e-monsite.com/    
WATER CONVEYANCE & VRD, BP. 133 ANTANANARIVO   ,colas@colas.mg,COLAS,(+261) 202 22 04 16 (+261) 202 23 27 21,
WATER CONVEYANCE & VRD, AMBODIVONA ANTANANARIVO   ,,EAE RAZAFY,(+261) 202 22 79 30,www.bushproof.com    
WATER CONVEYANCE & VRD," 18TER, AMPATSY ANTANANARIVO   ",haytek@mel.moov.mg,HAYTEK SERVICE,(+261) 202 49 09 75 (+261) 202 25 26 93,
WATER CONVEYANCE & VRD, LOT IVH 41 C AMBODIMITA ANTANANARIVO   ,rajaohoela@yahoo.fr,HIE,(+261) 33 09 757 57,
WATER CONVEYANCE & VRD, BP. 944 101 ANTANANARIVO    ,scb@simicro.mg,SCB,(+261) 202 22 62 60 (+261) 202 26 26 41,
WATER CONVEYANCE & VRD, LOT II N 76 K ANALAMAHITSY ANTANANARIVO   ,sert.tt@moov.mg,SERT,(+261) 32 02 209 03,
WATER CONVEYANCE & VRD, BP. 517 ANTANANARIVO    ,sogeasin@moov.mg,SOGEA,(+261) 202 25 87 36 (+261) 202 25 87 40,www.scb-madagascar.com    
TOPOGRAPHY, AMBOHIBAO ANTANANARIVO   ,,2Z,(+261) 202 23 15 66,
TOPOGRAPHY," LOT 436 ME TANAMBAO, A IVATO FIRAISANA ANTANANARIVO   ",cotechscom@yahoo.fr,ATOPOPRO COTECHS,(+261) 33 21 210 43,
TOPOGRAPHY, LOT II D 12 BIS ARIVONIMAMO ANTANANARIVO   ,rleoelyse@yahoo.fr,BE TOPO,(+261) 33 11 298 22,
TOPOGRAPHY, TANJOMBATO ANTANANARIVO   ,,BECOT,(+261) 202 25 70 18,www.mada-construct.com    
TOPOGRAPHY," 17, RUE MARC RABIBISOA ANTSAHABE ANTANANARIVO    ",build@moov.mg,BUILD CONSULTING ENGINEERS,(+261) 20 22 267 66,
TOPOGRAPHY, LOT II L 8 ANKADIVATO ANTANANARIVO 101    ,contact@futurmap-ge.mg,FUTURMAP GE,(+261) 020 22 632 39,www.futurmap-ge.mg    
TOPOGRAPHY, ANKADINDRAMAMY ANTANANARIVO   ,geoinfosurveing@moov.mg,GEOINFO SURVEYING,(+261) 202 24 15 16,
TOPOGRAPHY, LOT ITL 3 BIS ITAOSY TANANARIVE   ,razakageom@gmail.com,GEOMETRE EXPERT,(+261) 34 50 346 10,
TOPOGRAPHY, BP. 609 ANTANANARIVO 101    ,be@ils-madagascar.com,ILS OCEAN INDIEN,(+261) 321 12 64 92,
TOPOGRAPHY," LOGT. 1652, CITE 67 HA NE ANTANANARIVO   ",rolland@moov.mg,IVOTOPO,(+261) 34 02 527 17,www.ils-madagascar.com    
ADVERTISING OBJECTS, BP. 9021 ANTANANARIVO   ,,HULA SERIGRAPHIE,(+261) 202 23 36 26 (+261) 202 23 36 26,
ADVERTISING OBJECTS," ZONE TANA WATER FRONT, AMBODIVONA ANTANANARIVO 101   ",injetcc1@injet.mg,INJET,(+261) 20 22 369 74,
ADVERTISING OBJECTS, ZI FORELLO ANTANANARIVO   ,,INTERGRAPH MADAGASCAR,(+261) 202 24 67 95 (+261) 202 24 67 95,
ADVERTISING OBJECTS, SOAVIMBAHOAKA ANTANANARIVO   ,lepoint-msso@moov.mg,LE POINT GRAVOGRAPHIE,(+261) 202 24 09 27,
ADVERTISING OBJECTS, ANTANANARIVO   ,lumigrafix@moov.mg,LUMIGRAFIX,(+261) 202 26 00 46 (+261) 202 26 00 53,
ADVERTISING OBJECTS," 68, RUE RATSIMILAHO ANTANANARIVO   ",mirado@moov.mg,MIRADO SERIGRAPHIE,(+261) 202 26 09 96 (+261) 202 26 09 96,www.etsnytahina.com    
ADVERTISING OBJECTS, LOT IVY 54 EP BIS ANOSIPATRANA ANTANANARIVO    ,etsnytahiana@gmail.com,NY TAHIANA,(+261) 34 01 555 53,
ADVERTISING OBJECTS, BP. 223 ANTANANARIVO   ,fidisoa@moov.mg,OBJETS PUBLICITAIRES,(+261) 202 23 69 94 (+261) 202 22 61 19,
ADVERTISING OBJECTS, ... ANTANANARIVO   ,pilote.com@moov.mg,PILOTE.COM,(+261) 20 26 370 17,
DATA PROCESSING, ANTSIRABE   ,,ELAN INFORMATIQUE,(+261) 204 44 82 81 (+261) 204 44 82 82,
DATA PROCESSING, CITE 67 HA NORD EST ANTANANARIVO   ,,EMUST COMPANY,(+261) 202 23 76 92 (+261) 202 23 76 92,
DATA PROCESSING, BEHORIRIKA ANTANANARIVO   ,,ERD,(+261) 202 26 23 31 (+261) 202 26 23 31,
DATA PROCESSING, ANTANIMENA ANTANANARIVO   ,eriinfo@iris.mg,ERI,(+261) 202 23 42 95 (+261) 202 22 86 95,
DATA PROCESSING," 87, RUE LIEGE ANTANANARIVO   ",eshaqui@blueline.mg,ESHAQUI,(+261) 202 23 18 48 (+261) 202 26 45 78,
DATA PROCESSING," ANDAMASINY TANAMBAO, FACE BUREAU ATSIMO ANDREFANA, CR MITSINJO BETANIMENA TOLIARA   ",espatechinfocyberplus@yahoo.fr,ESPA TECH INFO,(+261) 34 17 706 66,
DATA PROCESSING, AMPANDRANA ANTANANARIVO   ,matraco@simicro.mg,ESY INK,(+261) 202 26 97 32 (+261) 202 26 96 69,www.expressinfotmv.mg    
DATA PROCESSING," LOT II V 24 A, BESARETY ANTANANARIVO   ",joelinarivo6@gmail.com,EXPERTO,(+261) 33 03 809 85,
DATA PROCESSING," LOT 2777, PARCELLE 22/33 TANAMBOROZANO TOAMASINA    ",expressinfotmv@gmail.com,EXPRESS INFO,(+261) 32 55 878 70,www.widelit.com    
SWIMMING POOLS, RTE IVATO ANTANANARIVO   ,suntesis@moov.mg,AXIS PISCINES,(+261) 202 24 53 41 (+261) 202 24 52 73,
SWIMMING POOLS," ENCEINTE EX INTERKEM, ANKORONDRANO ANTANANARIVO    ",contact@cbat.mg,C'BAT,(+261) 34 95 662 82,
SWIMMING POOLS, BP. 11150 ANTANANARIVO   ,codefi.tana@yahoo.fr,CODEFI,(+261) 202 24 88 05 (+261) 202 24 51 21,www.cbat.mg    
SWIMMING POOLS, BP. 605 ANTANANARIVO    ,bonnetfils@simicro.mg,FBF,(+261) 202 22 03 26 (+261) 202 22 22 53,
WORKING DRILLS, MAHAZOARIVO ANTSIRABE   ,,TRI J EXPORT,(+261) 204 44 89 57,
SWIMMING POOLS, AMBOAROY ANTANANARIVO   ,georgespiscines@mel.moov.mg,GEORGES PISCINES,(+261) 202 42 71 44 (+261) 202 42 71 44,
SWIMMING POOLS, BP. 585 TOAMASINA   ,lopez@simicro.mg,LOPEZ & C°,(+261) 205 33 25 15 (+261) 205 33 25 16,www.bonnet-fils.com    
SWIMMING POOLS, BP. 9195 ANTANANARIVO   ,makiplast@makiplast.com,MAKIPLAST,(+261) 202 24 67 12 (+261) 202 24 67 29,
SWIMMING POOLS, BP. 12028 ANTANANARIVO    ,mr.bricolage@simicro.mg,MR BRICOLAGE,(+261) 202 23 69 07 (+261) 202 26 99 71,
SWIMMING POOLS," 366, RTE CIRCULAIRE ANTANANARIVO   ",ozone@simicro.mg,O ZONE,(+261) 202 26 58 56 (+261) 202 23 16 73,
SWIMMING POOLS, ANDRANOMENA ANTANANARIVO    ,piscinesoceanindien@netclub.mg,PISCINE DE L'OCEAN INDIEN,(+261) 202 24 44 49 (+261) 202 24 43 12,
SUSPENDED CEILINGS & STAFF," ENCEINTE EX INTERKEM, ANKORONDRANO ANTANANARIVO    ",contact@cbat.mg,C'BAT,(+261) 34 95 662 82,
SUSPENDED CEILINGS & STAFF, BP. 5028 ANTANANARIVO   ,mso@moov.mg,MSO,(+261) 202 24 70 08 (+261) 202 24 70 10,www.cbat.mg    
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 5133 ANTANANARIVO    ,lezard@moov.mg,AGENCE ALOAL CONCEPT,(+261) 202 23 51 01 (+261) 202 23 54 50,
ADVERTISING AGENCIES & OF COMMUNICATION, ANTANANARIVO   ,ariane@malagasy.com,AGENCE ARIANE,(+261) 331 10 64 76,www.madamax.com/aloalconcept    
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 6327 ANTANANARIVO   ,artcom@moov.mg,AGENCE ARTCOM,(+261) 202 23 04 44 (+261) 202 23 04 44,
ADVERTISING AGENCIES & OF COMMUNICATION," 28, RUE ANDRIANAMPOINIMERINA ANTANANARIVO   ",austral.immob@simicro.mg,AGENCE AUSTRAL,(+261) 202 22 89 48 (+261) 202 23 38 93,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 5168 ANTANANARIVO    ,carambole-com@moov.mg,AGENCE CARAMBOLE EDITION,(+261) 202 22 07 40 (+261) 202 22 06 75,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 3282 101 ANTANANARIVO    ,ceric@moov.mg,AGENCE CERIC,(+261) 202 23 78 80 (+261) 202 23 77 84,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 11048 ANTANANARIVO   ,circus@moov.mg,AGENCE CIRCUS,(+261) 202 25 47 87 (+261) 202 25 43 16,www.carambole.mg    
ADVERTISING AGENCIES & OF COMMUNICATION, LOT II A 21 TER ANTANINANDRO ANTANANARIVO   ,rfitia@gmail.com,AGENCE COM & C°,(+261) 32 07 115 58,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 474 ANTANANARIVO   ,connectoffice@caramail.com,AGENCE CONNECT OFFICE,(+261) 202 24 77 40 (+261) 202 24 67 16,www.economie-madagascar.com    
ADVERTISING AGENCIES & OF COMMUNICATION, ... ANTANANARIVO    ,designer2320@gmail.com,AGENCE DE COMMUNICATION DESIGNER MADAGASCAR,(+261) 32 62 318 87,
STRUCTURES, ISOTRY ANTANANARIVO   ,abm@moov.mg,ABM,(+261) 202 22 19 38 (+261) 202 22 19 38,
STRUCTURES, BP. 5199 101 ANTANANARIVO    ,baudin-md@blueline.mg,BAUDIN CHATEAUNEUF,(+261) 202 25 46 37 (+261) 202 23 78 71,
STRUCTURES, BP. 133 ANTANANARIVO   ,colas@colas.mg,COLAS,(+261) 202 22 04 16 (+261) 202 23 27 21,www.baudinchateauneuf.com    
STRUCTURES, AMBOHIMANARINA 101 ANTANANARIVO   ,etemad@moov.mg,ETEMAD,(+261) 202 22 05 07 (+261) 202 23 15 34,
STRUCTURES, BP. 12089 101 ANTANANARIVO   ,icc-mada@simicro.mg,ICC MADAGASCAR,(+261) 202 23 28 60 (+261) 202 23 28 60,
STRUCTURES, BP. 3288 ANTANANARIVO   ,smatp@moov.mg,SMATP,(+261) 202 26 01 24 (+261) 202 22 54 15,
STRUCTURES, BP. 12048 ANTANANARIVO   ,mansotte@moov.mg,SOBATRA,(+261) 202 25 35 91 (+261) 202 24 36 72,
STRUCTURES, BP. 1131 ANTANANARIVO   ,smcprim@netclub.mg,SOMACOPRIM,(+261) 202 24 60 65 (+261) 202 24 78 03,
STRUCTURES, MANGARANO II TOAMASINA   ,tsaravnt@yahoo.fr,TSARAVINTANA,(+261) 205 33 46 78 (+261) 205 33 46 76,
STRUCTURES, BP. 9126 TANANARIVO   ,usermadagascar@gmail.com,USER MADAGASCAR,(+261) 32 47 684 32,
RURAL & URBAN DEVELOPMENT," LOT 79, CITE TSARAMANDROSO MAHAJANGA   ",asddevelop@yahoo.fr,ACTION SOCIALE POUR LE DEVELOPPEMENT,(+261) 33 73 980 53,
"AUDIO-VISUAL, HARDWARE, PRODUCTION & REALISATION", SOAVIMASOANDRO ANTANANARIVO 101   ,harizostuzy@gmail.com,TTM STUZY GROUP,(+261) 33 12 133 49 (+261) 34 11 133 49,
STONE FLOORS, MANDROSOA IVATO TANANARIVE    ,s.maria.sarl@gmail.com,SANTA MARIA,(+261) 33 33 047 17,
SHEETS METAL, BP. 3265 ANTANANARIVO   ,molou@moov.mg,MAISON MOLOU,(+261) 202 22 80 58 (+261) 202 23 13 81,
SHEETS METAL, LOT II D 53 E BIS MANJAKARAY ANTANANARIVO    ,super.tole@yahoo.fr,TOP TOLE SUPER TOLE,(+261) 331 21 02 24 (+261) 202 24 13 32,
SHEETS METAL, ANDOHANIMANDROSEZA ANTANANARIVO   ,tsf@iris.mg,TSFM,(+261) 202 23 23 23 (+261) 202 23 74 63,www.super-tole.sitew.com    
ROOFS, ISOTRY ANTANANARIVO   ,abm@moov.mg,ABM,(+261) 202 22 19 38 (+261) 202 22 19 38,
ROOFS, BP. 917 101 ANTANANARIVO   ,,CG BAT,(+261) 202 24 66 92 (+261) 202 24 66 94,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS", BP. 3409 ANTANANARIVO   ,apostrophe@simicro.mg,PAPETERIE APOSTROPHE,(+261) 202 24 68 47 (+261) 202 24 68 47,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS"," 85, RUE DE LIEGE ANTANANARIVO   ",cf@moov.mg,PAPETERIE COMPTOIR FIDAHOUSSEN,(+261) 202 22 31 43 (+261) 202 22 76 97,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS", RTE AMBOHIMANAMBOLA ANTANANARIVO   ,,PAPETERIE DE MADAGASCAR,(+261) 202 22 56 53 (+261) 202 22 56 53,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS"," 87, RUE LIEGE ANTANANARIVO   ",eshaqui@blueline.mg,PAPETERIE ESHAQUI,(+261) 202 23 18 48 (+261) 202 26 45 78,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS"," 13, RUE GOULETTE TOAMASINA   ",spb@moov.mg,PAPETERIE SPB,(+261) 205 33 13 35 (+261) 205 33 13 36,
"BOOKSHOPS, PAPER MILLS, HOUSES OF THE PRESS"," 10, RUE ST JUST 94200 IVRY SUR SEINE    ",soures.h@free.fr,SOURES,+33 (0) 145 21 00 00 +33 (0) 145 21 96 23,www.soures-medium.com    
TELECOMMUNICATIONS & TELEPHONIE, MANAKAMBAHINY ANTANANARIVO   ,guillot@moov.mg,PHONE PLUS,(+261) 202 22 75 75 (+261) 202 22 75 75,
TELECOMMUNICATIONS & TELEPHONIE," LOT IVG 39 B BIS, AMBOHIMITSINJO ANTANANARIVO    ",pstima@moov.mg,PSTIMA,(+261) 20 23 360 24,
TELECOMMUNICATIONS & TELEPHONIE, CITE ANALAMAHITSY ANTANANARIVO   ,,RAKOTONDRAMANITRA,(+261) 202 24 38 64 (+261) 202 24 38 64,www.pstima.voila.net    
TELECOMMUNICATIONS & TELEPHONIE, RDC BUILDING B CITE ANALAMAHITSY ANTANANARIVO   ,safari.telekom@blueline.mg,SAFARI TELEKOM,(+261) 202 20 61 52 (+261) 202 24 94 48,
TELECOMMUNICATIONS & TELEPHONIE, 101 ANTANANARIVO   ,,SAGEM COMMUNICATION,(+261) 202 23 65 72 (+261) 202 22 49 11,
TELECOMMUNICATIONS & TELEPHONIE," 2, RUE LABORDE MAHAJANGA   ",speed.scat@moov.mg,SCAT SPEED,(+261) 206 22 46 24 (+261) 206 22 44 12,
TELECOMMUNICATIONS & TELEPHONIE, ANKORONDRANO ANTANANARIVO   ,sodi29@yahoo.com,SODITEL,(+261) 202 23 86 69 (+261) 202 23 86 69,
TELECOMMUNICATIONS & TELEPHONIE, BP. 8702 ANTANANARIVO    ,secretariat.sttrm@camusat.com,STTRM,(+261) 202 22 37 72 (+261) 202 22 37 63,www.camusat.com    
TELECOMMUNICATIONS & TELEPHONIE, LOT II E 34 AMPASAMPITO ANTANANARIVO 101    ,tcsmadagascar@gmail.com,TCS MADAGASCAR,(+261) 33 02 628 43,
TELECOMMUNICATIONS & TELEPHONIE, BP. 4249 ANTANANARIVO 101    ,ted@ted.mg,TED MADAGASCAR,(+261) 20 22 432 62 (+261) 20 22 432 20,www.tcsmada.com    
"ROADS, MAINTENANCE", AMPEFILOHA ANTANANARIVO    ,fondsfer@moov.mg,FER,(+261) 202 23 57 61 (+261) 202 23 57 66,
WATER CONVEYANCE & VRD, BP. 4297 ANTANANARIVO   ,suntesis@moov.mg,SUNTHESIS,(+261) 202 24 53 41 (+261) 202 24 52 73,
TOPOGRAPHY, ANKADIVATO ANTANANARIVO    ,madageomatic@madageomatic.com,MADA GEOMATIC,(+261) 202 22 83 26,
TOPOGRAPHY," 40, AVE INDEPENDANCE ANTANANARIVO   ",madoptic@moov.mg,MADOPTIQUE,(+261) 202 22 04 54 (+261) 202 22 51 17,www.madageomatic.com    
TOPOGRAPHY, ... ANTSIRABE   ,michamahatan@yahoo.fr,MATOPO,(+261) 33 86 856 85,
TOPOGRAPHY, 27 H 05 MAHAZOARIVO SUD ANTSIRABE   ,raelivahatra@yahoo.fr,RAELIVAHATRA JEAN AJUST,(+261) 20 44 497 73,
TOPOGRAPHY, LOT ITL BIS ITAOSY 5 ANTANANARIVO   ,razakageom@gmail.com,RAZAKALALAO,(+261) 32 02 423 78,
TOPOGRAPHY," 10 RUE LEMYRE DE VILLERS, IMMEUBLE ARIDY, APP N° 4 DIEGO SUAREZ   ",seatopo@yahoo.fr,SEATOP,(+261) 32 04 445 70,
TOPOGRAPHY, BP. 5011 ANTANANARIVO   ,simtepha@simicro.mg,SIMTEPHA,(+261) 202 23 57 51,
ROADS, BP. 133 ANTANANARIVO   ,colas@colas.mg,COLAS,(+261) 202 22 04 16 (+261) 202 23 27 21,
ROADS, BP. 147 TOAMASINA   ,les_batisseurs@moov.mg,LES BATISSEURS,(+261) 205 33 30 87 (+261) 205 33 30 87,
ROADS, BP. 3288 ANTANANARIVO   ,smatp@moov.mg,SMATP,(+261) 202 26 01 24 (+261) 202 22 54 15,
ROADS, BP. 517 ANTANANARIVO    ,sogeasin@moov.mg,SOGEA,(+261) 202 25 87 36 (+261) 202 25 87 40,
ROADS, BP. 1131 ANTANANARIVO   ,smcprim@netclub.mg,SOMACOPRIM,(+261) 202 24 60 65 (+261) 202 24 78 03,www.vinci-construction.com    
ROADS, MANGARANO II TOAMASINA   ,tsaravnt@yahoo.fr,TSARAVINTANA,(+261) 205 33 46 78 (+261) 205 33 46 76,
ADVERTISING OBJECTS, TSIAZOTAFO ANTANANARIVO    ,pubart@pubart.net,PUB'ART,(+261) 20 22 295 89,
ADVERTISING OBJECTS, BP. 8044 ANTANANARIVO   ,etsrivo@moov.mg,RIVO,(+261) 202 23 37 96 (+261) 202 23 37 96,www.pubart.net    
ADVERTISING OBJECTS, BAZAR KELY TOAMASINA   ,,SERIGRAPHIE TARATRA,(+261) 205 33 46 01,
ADVERTISING OBJECTS, BP. 75 ANTANANARIVO   ,sicom@simicro.mg,SICOM,(+261) 202 23 65 94 (+261) 202 23 65 94,
ADVERTISING OBJECTS, SOAVINANDRIANA ANTANANARIVO   ,,SUN OF ISLANDS,(+261) 202 22 90 04 (+261) 202 24 01 40,
ADVERTISING OBJECTS, AMBANIDIA ANTANANARIVO   ,sunrise@simicro.mg,SUNRISE,(+261) 202 22 22 17 (+261) 202 22 58 07,
ADVERTISING OBJECTS, CITE 67 HA SUD ANTANANARIVO   ,tif_creation@moov.mg,TIF CREATION MADAGASCAR,(+261) 202 26 16 30,
ADVERTISING OBJECTS, AMBATOMAINTY ANTANANARIVO   ,titan@netclub.mg,TITAN,(+261) 202 20 03 44 (+261) 202 20 03 43,
DATA PROCESSING, IKOPA CENTER ANTANANARIVO    ,info@gnosys.mg,GNOSYS,(+261) 202 25 72 17 (+261) 202 25 72 20,
DATA PROCESSING, BP. 3105 ANTANANARIVO   ,handy@moov.mg,HANDY,(+261) 202 22 94 13 (+261) 202 22 94 13,www.gnosys.mg    
DATA PROCESSING," 12, RUE GANDHI ANTANANARIVO   ",,HEWLETT PACKARD,(+261) 202 22 20 90,
DATA PROCESSING, ANTANANARIVO   ,htechnologyeurl@yahoo.fr,HIGH TECHNOLOGY,(+261) 202 42 64 70,
DATA PROCESSING, TSARAMASAY ANTANANARIVO   ,iarivocomp@moov.mg,IARIVO COMPUTER,(+261) 202 25 58 13,
DATA PROCESSING, VILLAGE DES JEUX ANTANANARIVO   ,tfontain@moov.mg,IBS,(+261) 202 26 20 16 (+261) 202 26 20 55,
DATA PROCESSING, RTE HYDROCARBURES ANTANANARIVO   ,,IBT,(+261) 202 22 96 13 (+261) 202 26 16 46,
DATA PROCESSING," 39, RUE MANDROSOA ANTANANARIVO   ",ibuyitservices@moov.mg,IBUY,(+261) 202 23 47 00 (+261) 202 23 34 63,
DATA PROCESSING, EXPLORER BUSINESS PARK BUILDING A 1ANKORONDRANO ANTANANARIVO    ,contact@iconegroup.mg,ICONE,(+261) 33 62 271 60,www.iconegroup.mg    
DATA PROCESSING," 10, RUE VILLETTE ANTANANARIVO    ",,IDT MADAGASCAR,(+261) 202 23 52 69,www.idt-mg.com    
"ROAD, MARKING", BP. 757 101 ANTANANARIVO    ,batpro@moov.mg,BATPRO,(+261) 202 22 27 82 (+261) 202 22 92 59,
"ROAD, MARKING", BP. 9195 ANTANANARIVO   ,makiplast@makiplast.com,MAKIPLAST,(+261) 202 24 67 12 (+261) 202 24 67 29,www.batpro-madagascar.com    
SWIMMING POOLS, BP. 5028 ANTANANARIVO   ,mso@moov.mg,POINT BLEU MAD,(+261) 202 24 70 08 (+261) 202 24 70 10,
SWIMMING POOLS, BP. 5279 ANTANANARIVO   ,polyma@malagasy.com,POLYMA,(+261) 202 23 00 90 (+261) 202 22 29 23,
SWIMMING POOLS, BP. 753 ANTANANARIVO   ,poncinimada@blueline.mg,PONCINI,(+261) 202 24 51 05 (+261) 202 24 50 88,
SWIMMING POOLS, BP. 12090 ANTANANARIVO   ,smcp@moov.mg,SMCP,(+261) 20 24 246 71 (+261) 34 11 246 71,
SWIMMING POOLS, BP. 12048 ANTANANARIVO   ,mansotte@moov.mg,SOBATRA,(+261) 202 25 35 91 (+261) 202 24 36 72,
SWIMMING POOLS, BP. 1131 ANTANANARIVO   ,smcprim@netclub.mg,SOMACOPRIM,(+261) 202 24 60 65 (+261) 202 24 78 03,
SWIMMING POOLS, BP. 12090 ANTANANARIVO    ,spas@moov.mg,SPAS DESJOYAUX,(+261) 202 22 71 26 (+261) 202 26 91 33,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 1546 ANTANANARIVO   ,domapub@moov.mg,AGENCE DOMA PUB,(+261) 202 25 69 77 (+261) 202 25 69 77,
ADVERTISING AGENCIES & OF COMMUNICATION, ANKADIKELY ILAFY   ,doublevey@moov.mg,AGENCE DOUBLEVEY,(+261) 34 01 084 53,
ADVERTISING AGENCIES & OF COMMUNICATION, AMBODIVONA ANTANANARIVO   ,sarafi@moov.mg,AGENCE ELECTRICA,(+261) 202 22 05 29 (+261) 202 26 22 34,
ADVERTISING AGENCIES & OF COMMUNICATION, PRES LOT II D ANTANETIBE ANKADIKELY ILAFY ANTANANARIVO   ,errepub@gmail.com,AGENCE ERRE,(+261) 20 22 434 26,
ADVERTISING AGENCIES & OF COMMUNICATION," 13, RUE RATSIMILAHO ANTANANARIVO   ",,AGENCE EUROMEDIAN,(+261) 202 22 12 40 (+261) 202 22 12 41,
ADVERTISING AGENCIES & OF COMMUNICATION, IVANDRY ANTANANARIVO   ,factories@netclub.mg,AGENCE FACTORIES McCANN,(+261) 202 32 97 64 (+261) 202 24 32 43,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 3707 ANTANANARIVO   ,francepub@simicro.mg,AGENCE FRANCE PUB,(+261) 202 24 74 74 (+261) 202 24 62 02,
"PUBLIC WORKS & EXCAVATION, MATERIALS & EQUIPMENTS", AMBODIVONINKELY ANTANANARIVO   ,carcenter@moov.mg,WALEXPORT,(+261) 202 35 59 90 (+261) 202 23 25 86,
PUBLIC WORKS & EARTHWORK, BP. 7020 ANTANANARIVO   ,tabima@moov.mg,AKTA,(+261) 202 24 98 12,
